email,syntax_valid,domain_exists,mx_record_exists,role_based,disposable,smtp_valid,blacklist,catch_all,status,verdict
"60,af1f4eafef4dc1a,brooks llc,http://www.pollard-gross.com/,norway,re-engineered holistic analyzer,2004,business supplies / equipment,58",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"61,cdbd7720bba0bf5,""werner, berry and dominguez"",http://castro-robles.com/,botswana,adaptive dynamic service-desk,2014,textiles,9676",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"62,a25549b77e0c766,""stanton, graves and ibarra"",http://hanna-hunt.com/,grenada,synchronized uniform portal,2000,professional training,9431",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"63,b639fadb1d47eff,aguirre ltd,http://www.wise.com/,nigeria,upgradable logistical hierarchy,2020,public safety,4941",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"64,ea8a779bec3c8ff,romero-aguirre,https://www.cooley.com/,bahamas,digitized demand-driven emulation,2006,think tanks,142",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"65,e91f1f8a749ddaf,caldwell inc,https://www.riley-hudson.com/,morocco,open-source hybrid analyzer,2008,library,1729",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"66,ea78bec48c0fbce,""blevins, love and banks"",http://knight-stevenson.com/,samoa,multi-layered needs-based solution,1977,renewables / environment,1891",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"67,f8bd41b97f5e96a,scott-ramsey,https://wyatt.com/,czech republic,triple-buffered optimal array,2018,design,8263",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"68,bbfafdac894727a,kennedy and sons,http://webb.com/,peru,re-engineered modular emulation,1994,food production,3296",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"69,adfb509e13a3e5e,david and sons,http://www.barnes.biz/,serbia,realigned motivating local area network,2018,events services,4660",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"70,cbe3da81dfae3a3,graves inc,http://www.hinton-potts.com/,dominican republic,cross-group multi-state emulation,1986,staffing / recruiting,8802",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"71,b4af39efb508dee,mccann-mcguire,http://www.fleming-farrell.org/,lesotho,front-line client-driven project,1970,legal services,5800",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"72,9b19a8fae4a1eed,mclean-mccarty,https://yates.com/,qatar,down-sized directional matrices,1978,transportation,7610",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"73,fbc90abec328e6f,""sims, arroyo and brennan"",http://www.blackburn-camacho.net/,lithuania,horizontal human-resource synergy,1998,textiles,4963",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"74,c8efd8a1ae4e3cf,taylor llc,http://www.spears.com/,central african republic,decentralized heuristic orchestration,1997,chemicals,8904",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"75,d9b675d794bba4e,young llc,http://mcintyre-blankenship.org/,iran,cross-platform fault-tolerant collaboration,1970,political organization,5683",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"76,38df1aedef8e004,holden-wolf,https://flynn-hartman.org/,american samoa,mandatory 24hour monitoring,1996,utilities,5416",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"77,da2fe1267ccbbae,paul ltd,http://www.archer.com/,holy see (vatican city state),optional homogeneous throughput,1993,media production,4929",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"78,a45e805db7feee1,hinton inc,https://www.hurst.info/,iran,inverse well-modulated leverage,2003,retail industry,2658",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"79,50a5cfcded6ad6a,stone inc,http://www.blankenship.info/,cote d'ivoire,triple-buffered web-enabled moderator,1984,alternative medicine,816",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"80,cebd8989bcd3af8,""hart, williamson and klein"",http://burch-montgomery.org/,suriname,open-source well-modulated process improvement,1970,management consulting,4989",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"81,9ff8af1dcacbbbc,donaldson-romero,http://anthony.info/,turkmenistan,advanced mission-critical capacity,2002,library,3232",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"82,89adcc6b8715b23,""joyce, turner and bolton"",http://www.long.com/,bhutan,balanced bi-directional capability,1975,online publishing,6016",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"83,0bbaddd9247cabb,little ltd,http://www.koch.com/,mozambique,cross-platform static workforce,1989,farming,381",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"84,89d4ed3f2bd8cdc,mercado ltd,https://www.novak-mccarthy.com/,lebanon,realigned responsive definition,1971,consumer electronics,4759",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"85,ffdb822c7597c10,morrow-lawson,http://www.mann.net/,antigua and barbuda,team-oriented empowering graphical user interface,2009,food / beverages,3925",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"86,cc249c3837ebe42,compton llc,https://cowan.net/,tonga,extended homogeneous hub,1997,industrial automation,2011",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"87,efdfd467f6089d2,clay-delgado,https://www.whitney.com/,morocco,open-architected 3rdgeneration initiative,2003,fundraising,7902",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"88,fe6b0d849ea1ff8,fuller inc,http://www.meyers-mcmillan.info/,guam,open-architected interactive knowledgebase,2013,food / beverages,9074",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"89,ba404ddd2ad309a,mendoza ltd,https://www.rice-gutierrez.org/,bahamas,automated upward-trending migration,2002,textiles,5158",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"90,beea0cefcd9b53a,""mccormick, stafford and soto"",http://welch.net/,guyana,phased empowering monitoring,2000,health / fitness,9014",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"91,e3f8efc10ad96e9,robbins-contreras,https://boyer-nicholson.com/,lao people's democratic republic,profound optimizing instruction set,1998,investment banking / venture,2330",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"92,e2d1cfaf492cdd9,""mcpherson, gross and mendez"",http://www.sweeney.com/,morocco,intuitive mobile application,2002,maritime,4087",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"93,a7b73fd2d7a38d0,adkins inc,https://www.nunez.info/,israel,visionary cohesive focus group,1989,architecture / planning,5338",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"94,0ab00dcbeb6d7b1,""watson, haynes and phelps"",https://www.barnes-cross.com/,eritrea,right-sized 3rdgeneration complexity,2006,capital markets / hedge fund / private equity,7978",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"95,a84ee68cab3a6d3,""higgins, stout and page"",https://graves-lewis.com/,south africa,configurable impactful superstructure,1997,music,2806",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"96,70eeceee7d6faec,byrd inc,https://dunlap.biz/,cocos (keeling) islands,sharable discrete frame,2016,events services,2240",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"97,7647af9d4705c6b,norton group,https://collins-michael.com/,burundi,right-sized 3rdgeneration moderator,2016,utilities,9497",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"98,1aeb08bddce7ab3,""preston, evans and woodward"",http://www.wise.biz/,venezuela,visionary transitional hierarchy,1984,museums / institutions,4291",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"99,7ff02e57f063f64,miranda group,https://www.wong.net/,vietnam,reactive upward-trending project,1995,business supplies / equipment,7429",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"100,06df66c7ec45cf9,malone-odom,https://roy.com/,nepal,persevering tertiary intranet,1997,alternative medicine,4897",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"101,9dd10a3ccb2b1bd,gamble-hill,https://www.chaney-eaton.com/,brunei darussalam,extended zero administration database,1993,computer / network security,3468",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"102,51d98a4d3dbc733,""russo, berger and hopkins"",http://casey-archer.com/,micronesia,synergistic cohesive parallelism,2011,insurance,3415",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"103,c763f85cc571e19,wilcox llc,https://www.holder.info/,brazil,organized user-facing analyzer,1988,computer games,8471",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"104,9fb0f575eda185e,pham-bond,https://www.vance.com/,comoros,multi-tiered grid-enabled flexibility,1987,real estate / mortgage,6746",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"105,84ee8fcfeabb3e1,bush and sons,https://www.harrison-cantrell.info/,tunisia,stand-alone holistic throughput,2015,railroad manufacture,6321",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"106,c18b4aad9adf4cf,donaldson group,https://www.horton.biz/,belarus,streamlined coherent functionalities,2016,shipbuilding,1027",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"107,2a7407b15fb99de,heath-barrera,https://www.shah.com/,senegal,innovative fresh-thinking capability,2018,retail industry,9569",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"108,96bbbefa9d8daec,ward and sons,https://www.porter.com/,france,distributed intermediate conglomeration,2001,veterinary,8887",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"109,c85a9a15aad5ef6,nielsen-cooper,https://rojas-braun.com/,tunisia,polarized composite circuit,1975,law practice / law firms,5303",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"110,df5ea12eade4a57,davies-fox,https://www.kramer.net/,philippines,devolved heuristic standardization,1982,program development,6397",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"111,702ce2294feb1a9,griffith group,http://www.brock.info/,djibouti,monitored disintermediate adapter,2009,furniture,1839",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"112,f8be211afdebb11,""welch, blake and hamilton"",https://case-mathews.info/,singapore,profit-focused systematic contingency,1972,program development,2059",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"113,2e115d638a08555,""henry, mendoza and holder"",https://villegas-odom.com/,yemen,devolved local productivity,2014,renewables / environment,1126",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"114,ddba684d69764eb,conley group,http://santana.com/,british indian ocean territory (chagos archipelago),balanced coherent contingency,2013,events services,3806",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"115,a6fbff338ef6daf,duncan-bradshaw,https://lawson-douglas.com/,oman,multi-tiered intermediate process improvement,1998,wine / spirits,7209",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"116,f801bac42f9ac1f,rowland group,http://www.sutton-reynolds.com/,antigua and barbuda,assimilated stable capacity,2000,computer games,4998",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"117,bd5d1c11032c2c0,""pacheco, wheeler and watts"",http://www.hoffman-floyd.com/,solomon islands,reduced multi-state interface,1971,wireless,5726",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"118,f9a0d3ad04fd9fe,mccann llc,https://www.duran.com/,malaysia,self-enabling 24hour firmware,2009,maritime,7152",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"119,53b148affae7f4c,""case, luna and ballard"",https://www.odonnell.com/,korea,customer-focused reciprocal circuit,1976,market research,1202",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"120,0dca8afefda7cfa,hardy-clements,http://rollins.com/,el salvador,automated transitional model,2010,machinery,8486",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"121,4b8b4e2ff70cd78,""snyder, levine and dodson"",http://www.horn-sloan.net/,saudi arabia,decentralized bandwidth-monitored website,2019,museums / institutions,8656",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"122,c49ff4a4319c6f2,""lopez, moyer and crane"",https://www.patterson-leonard.com/,western sahara,de-engineered transitional success,1985,mechanical or industrial engineering,9665",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"123,e8920cabc59fb1e,robles-hubbard,http://santos.com/,micronesia,stand-alone client-server matrix,2021,executive office,3536",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"124,c3ea6c9a31edf44,sanchez-bell,https://www.grant-duffy.com/,lao people's democratic republic,automated upward-trending emulation,1987,graphic design / web design,9240",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"125,dcfdac12eca9f34,adams and sons,https://www.paul.biz/,philippines,organized motivating protocol,1987,computer / network security,1107",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"126,f56155a0a9ce693,cole-gordon,http://bauer.biz/,bahrain,distributed local implementation,2017,furniture,7082",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"127,a8fbcde7dcd5ef4,""burnett, estes and bush"",http://www.barrett.com/,yemen,front-line tangible open system,2012,paper / forest products,5608",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"128,d41edeefdcd9e33,bautista plc,http://www.oconnell.biz/,rwanda,progressive 3rdgeneration knowledge user,1987,nanotechnology,7917",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"129,bdf1b9f31a0dacb,alvarado inc,http://www.bowen-callahan.org/,bhutan,enhanced client-server leverage,2020,hospitality,4256",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"130,5fbf974ec5aadd4,""rios, floyd and diaz"",http://www.davis.org/,south georgia and the south sandwich islands,exclusive object-oriented firmware,1975,farming,2319",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"131,f4bdec9dbc6fd93,pacheco-bruce,http://duffy-kent.com/,ecuador,open-architected radical website,1982,furniture,20",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"132,e00a9bd20c3d36d,""mckenzie, mcclain and benson"",http://sheppard.org/,new zealand,universal multimedia utilization,1973,think tanks,5644",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"133,cb63a5285e8ada9,hodges-rollins,https://www.conway.biz/,tanzania,re-contextualized real-time task-force,1970,mechanical or industrial engineering,8970",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"134,aea01bcfc2356ea,baker-sexton,https://www.sheppard.com/,portugal,cross-platform tertiary neural-net,2007,commercial real estate,2441",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"135,ebf6f5440f6bbf4,""mckay, cervantes and blevins"",https://santana-nielsen.com/,western sahara,integrated full-range interface,1977,investment management / hedge fund / private equity,9237",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
"136,8bb4d87c9e9b58d,""livingston, stein and byrd"",https://jackson.biz/,india,phased system-worthy parallelism,2019,internet,8578",Not Valid,Not Valid,False,No,No,not_checked,No,No,Invalid,Invalid
